age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
47,Self-Employed,Masters,Not-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
24,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,65,United-States,LessThan50K
29,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
74,Federal-Govt,HS-Graduate,Widowed,Blue-Collar,Not-in-family,White,Female,None,None,18,United-States,LessThan50K
50,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,70,United-States,GreaterThan50K
22,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
48,Private,Dropout,Not-Married,Admin,Own-child,Black,Female,None,None,40,United-States,LessThan50K
30,Private,Dropout,Married,Blue-Collar,Other-relative,White,Male,None,None,40,Latin-America,LessThan50K
32,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
39,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
49,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
25,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
50,Private,Bachelors,Married,Admin,Wife,White,Female,None,None,40,United-States,GreaterThan50K
44,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
65,Private,Associates,Married,Blue-Collar,Husband,White,Male,Low,None,60,United-States,LessThan50K
28,Federal-Govt,Associates,Married,Admin,Husband,White,Male,None,None,60,United-States,LessThan50K
55,Private,Bachelors,Widowed,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
49,Other-Govt,Bachelors,Never-Married,Professional,Own-child,White,Female,None,None,50,United-States,LessThan50K
31,Private,HS-grad,Not-Married,White-Collar,Unmarried,White,Female,None,None,12,United-States,LessThan50K
47,Private,HS-grad,Married,Blue-Collar,Wife,Black,Female,None,None,40,United-States,GreaterThan50K
45,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
35,Private,HS-grad,Never-Married,Service,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
34,Self-Employed,Bachelors,Married,Sales,Husband,Asian,Male,None,None,60,Euro_2,LessThan50K
49,Other-Govt,HS-grad,Widowed,Other-Occupations,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
27,Private,HS-grad,Never-Married,Service,Not-in-family,White,Female,None,None,42,United-States,LessThan50K
42,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
64,Self-Employed,HS-grad,Never-Married,Service,Not-in-family,White,Male,Low,None,40,United-States,LessThan50K
33,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,48,United-States,GreaterThan50K
23,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
45,Private,Masters,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
34,Private,HS-grad,Never-Married,Blue-Collar,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
53,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Female,None,None,37,Latin-America,LessThan50K
22,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
57,Other-Govt,HS-grad,Not-Married,Service,Not-in-family,White,Female,None,None,35,United-States,LessThan50K
23,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,40,United-States,LessThan50K
31,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
23,Other-Govt,Bachelors,Never-Married,Other-Occupations,Not-in-family,White,Male,None,None,22,United-States,LessThan50K
30,Private,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
32,Other-Govt,Bachelors,Not-Married,Professional,Not-in-family,White,Female,None,None,50,United-States,GreaterThan50K
42,Private,Associates,Married,Admin,Wife,Black,Female,None,None,40,United-States,GreaterThan50K
51,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Other,LessThan50K
59,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,High,None,40,United-States,GreaterThan50K
36,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Female,None,None,40,United-States,LessThan50K
45,Private,HS-grad,Never-Married,Sales,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
35,Private,Associates,Married,Sales,Husband,White,Male,None,None,50,Euro_1,GreaterThan50K
33,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Private,Associates,Not-Married,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
60,Private,HS-grad,Married,Other-Occupations,Wife,White,Female,None,None,40,United-States,GreaterThan50K
37,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,55,United-States,GreaterThan50K
35,Private,HS-Graduate,Never-Married,Other-Occupations,Unmarried,White,Female,None,None,40,United-States,LessThan50K
36,Private,HS-Graduate,Married,Admin,Husband,White,Male,None,None,52,United-States,LessThan50K
38,Federal-Govt,Prof-School,Married,Professional,Husband,White,Male,None,High,50,United-States,GreaterThan50K
54,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
51,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
45,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
63,Federal-Govt,HS-Graduate,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
51,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
58,Self-Employed,Masters,Not-Married,Sales,Not-in-family,White,Male,None,None,18,United-States,LessThan50K
64,Other-Govt,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
20,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
44,Federal-Govt,Bachelors,Married,Admin,Husband,Asian,Male,None,None,40,SE-Asia,GreaterThan50K
39,Private,Bachelors,Not-Married,White-Collar,Unmarried,White,Female,None,None,48,United-States,LessThan50K
45,Other-Govt,HS-Graduate,Never-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
44,Private,Doctorate,Married,Admin,Husband,White,Male,None,None,55,United-States,GreaterThan50K
22,Federal-Govt,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
63,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
26,Private,Associates,Not-Married,Service,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
42,Self-Employed,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
20,Private,HS-grad,Never-Married,Service,Own-child,White,Female,None,None,25,United-States,LessThan50K
29,Private,Masters,Married,Sales,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
38,Other-Govt,Bachelors,Never-Married,White-Collar,Unmarried,Asian,Male,None,Low,40,SE-Asia,LessThan50K
25,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
27,Private,Bachelors,Married,Blue-Collar,Other-relative,White,Male,None,None,50,United-States,LessThan50K
46,Private,Associates,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
31,Private,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,60,United-States,LessThan50K
24,Private,Associates,Never-Married,White-Collar,Own-child,White,Male,None,None,35,United-States,LessThan50K
43,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,50,United-States,GreaterThan50K
23,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,21,Latin-America,LessThan50K
32,Other-Govt,HS-grad,Never-Married,Blue-Collar,Unmarried,Black,Female,None,None,37,United-States,LessThan50K
44,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,Euro_2,LessThan50K
40,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
38,Private,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
23,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
19,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Female,None,Low,10,United-States,LessThan50K
41,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
48,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
23,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,High,40,United-States,LessThan50K
47,Private,Associates,Widowed,Service,Own-child,White,Female,None,None,35,United-States,LessThan50K
42,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
17,Private,Dropout,Never-Married,Sales,Other-relative,White,Female,None,None,10,United-States,LessThan50K
29,Other-Govt,Prof-School,Never-Married,Professional,Not-in-family,White,Female,None,None,70,United-States,LessThan50K
21,Other-Govt,HS-Graduate,Never-Married,Professional,Not-in-family,White,Female,None,None,20,United-States,LessThan50K
31,Private,HS-grad,Married,Service,Husband,White,Male,None,None,40,Latin-America,GreaterThan50K
27,Other-Govt,Bachelors,Never-Married,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
29,Private,Doctorate,Never-Married,Professional,Not-in-family,White,Male,None,None,40,British-Commonwealth,LessThan50K
23,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,None,None,45,United-States,LessThan50K
41,Private,Masters,Married,Professional,Husband,Asian,Male,None,None,55,China,GreaterThan50K
46,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,35,United-States,GreaterThan50K
34,Private,HS-Graduate,Married,Other-Occupations,Other-relative,Black,Female,None,None,25,Latin-America,LessThan50K
42,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,24,United-States,LessThan50K
18,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Female,None,Low,15,United-States,LessThan50K
46,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,37,United-States,LessThan50K
52,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
56,Private,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
21,Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
22,Self-Employed,HS-grad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,20,United-States,LessThan50K
31,Private,Bachelors,Not-Married,Admin,Unmarried,White,Female,None,None,45,United-States,LessThan50K
41,Self-Employed,HS-grad,Married,Service,Husband,White,Male,None,None,60,United-States,LessThan50K
25,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
43,Self-Employed,Bachelors,Not-Married,White-Collar,Not-in-family,White,Male,None,None,60,United-States,LessThan50K
45,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
26,Private,HS-Graduate,Not-Married,Other-Occupations,Not-in-family,White,Male,None,None,60,United-States,LessThan50K
90,Private,HS-Graduate,Never-Married,Service,Not-in-family,Asian,Male,None,None,35,United-States,LessThan50K
45,Private,Bachelors,Married,Sales,Husband,White,Male,None,High,40,United-States,GreaterThan50K
30,Private,Bachelors,Married,Service,Wife,White,Female,None,None,40,United-States,GreaterThan50K
42,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
20,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,None,None,35,United-States,LessThan50K
53,Private,Bachelors,Married,Professional,Husband,White,Male,High,None,40,United-States,GreaterThan50K
64,Other-Govt,HS-grad,Widowed,Admin,Not-in-family,White,Female,None,None,38,United-States,LessThan50K
56,Private,Dropout,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,20,United-States,LessThan50K
42,Private,HS-Graduate,Not-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,GreaterThan50K
26,Private,Bachelors,Married,Sales,Wife,White,Female,None,None,40,United-States,GreaterThan50K
31,Other-Govt,Associates,Never-Married,Admin,Own-child,Amer-Indian,Female,None,None,40,United-States,LessThan50K
40,Private,Bachelors,Married,Admin,Wife,White,Female,None,None,40,United-States,LessThan50K
58,Private,HS-Graduate,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
41,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
58,Self-Employed,HS-grad,Never-Married,Sales,Not-in-family,White,Male,None,None,47,United-States,LessThan50K
62,Other-Govt,Masters,Married,Professional,Husband,White,Male,None,None,60,United-States,GreaterThan50K
65,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,High,None,60,United-States,GreaterThan50K
40,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
45,Other-Govt,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
22,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,55,United-States,LessThan50K
63,Federal-Govt,Masters,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
39,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,Low,50,United-States,GreaterThan50K
37,Private,HS-Graduate,Widowed,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
56,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
32,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Male,None,None,50,United-States,LessThan50K
53,Federal-Govt,HS-Graduate,Married,White-Collar,Wife,Asian,Female,None,Low,40,SE-Asia,GreaterThan50K
32,Private,Associates,Not-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
23,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,High,None,60,United-States,GreaterThan50K
35,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,90,United-States,LessThan50K
51,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,None,Low,65,United-States,GreaterThan50K
19,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,20,United-States,LessThan50K
41,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,Latin-America,LessThan50K
22,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,25,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Other-Occupations,Own-child,White,Female,None,None,40,United-States,LessThan50K
36,Private,Masters,Married,White-Collar,Husband,Asian,Male,None,None,40,China,GreaterThan50K
45,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,40,British-Commonwealth,LessThan50K
23,Self-Employed,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,25,Latin-America,LessThan50K
21,Private,Dropout,Never-Married,Service,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
44,Private,Masters,Married,White-Collar,Husband,White,Male,High,None,40,United-States,GreaterThan50K
29,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
36,Self-Employed,Associates,Married,Other-Occupations,Husband,White,Male,None,None,60,United-States,LessThan50K
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,Low,None,40,United-States,LessThan50K
62,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
25,Federal-Govt,HS-Graduate,Never-Married,White-Collar,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
